polygon_index,tif_path_name
7519,../data/full_img_msk/img/img_zone1_0_0.tif
7520,../data/full_img_msk/img/img_zone1_0_0.tif
7521,../data/full_img_msk/img/img_zone1_0_0.tif
7522,../data/full_img_msk/img/img_zone1_0_0.tif
7523,../data/full_img_msk/img/img_zone1_0_0.tif
7524,../data/full_img_msk/img/img_zone1_0_0.tif
7525,../data/full_img_msk/img/img_zone1_0_0.tif
7526,../data/full_img_msk/img/img_zone1_0_0.tif
7527,../data/full_img_msk/img/img_zone1_0_0.tif
7528,../data/full_img_msk/img/img_zone1_0_0.tif
7529,../data/full_img_msk/img/img_zone1_0_0.tif
7530,../data/full_img_msk/img/img_zone1_0_0.tif
7531,../data/full_img_msk/img/img_zone1_0_0.tif
7532,../data/full_img_msk/img/img_zone1_0_0.tif
7533,../data/full_img_msk/img/img_zone1_0_0.tif
7534,../data/full_img_msk/img/img_zone1_0_0.tif
7535,../data/full_img_msk/img/img_zone1_0_0.tif
7536,../data/full_img_msk/img/img_zone1_0_0.tif
7537,../data/full_img_msk/img/img_zone1_0_0.tif
7538,../data/full_img_msk/img/img_zone1_0_0.tif
7539,../data/full_img_msk/img/img_zone1_0_0.tif
7540,../data/full_img_msk/img/img_zone1_0_0.tif
7541,../data/full_img_msk/img/img_zone1_0_0.tif
7542,../data/full_img_msk/img/img_zone1_0_0.tif
7543,../data/full_img_msk/img/img_zone1_0_0.tif
7544,../data/full_img_msk/img/img_zone1_0_0.tif
7545,../data/full_img_msk/img/img_zone1_0_0.tif
7546,../data/full_img_msk/img/img_zone1_0_0.tif
7547,../data/full_img_msk/img/img_zone1_0_0.tif
7548,../data/full_img_msk/img/img_zone1_0_0.tif
7549,../data/full_img_msk/img/img_zone1_0_0.tif
7550,../data/full_img_msk/img/img_zone1_0_0.tif
7551,../data/full_img_msk/img/img_zone1_0_0.tif
7552,../data/full_img_msk/img/img_zone1_0_0.tif
7553,../data/full_img_msk/img/img_zone1_0_0.tif
7554,../data/full_img_msk/img/img_zone1_0_0.tif
7555,../data/full_img_msk/img/img_zone1_0_0.tif
3394,../data/full_img_msk/img/img_zone10_0_1.tif
3395,../data/full_img_msk/img/img_zone10_0_1.tif
3396,../data/full_img_msk/img/img_zone10_0_1.tif
3397,../data/full_img_msk/img/img_zone10_0_1.tif
3398,../data/full_img_msk/img/img_zone10_0_1.tif
3399,../data/full_img_msk/img/img_zone10_0_1.tif
3400,../data/full_img_msk/img/img_zone10_0_1.tif
3402,../data/full_img_msk/img/img_zone10_0_1.tif
3403,../data/full_img_msk/img/img_zone10_0_1.tif
3404,../data/full_img_msk/img/img_zone10_0_1.tif
3405,../data/full_img_msk/img/img_zone10_0_1.tif
3406,../data/full_img_msk/img/img_zone10_0_1.tif
3407,../data/full_img_msk/img/img_zone10_0_1.tif
3408,../data/full_img_msk/img/img_zone10_0_1.tif
3409,../data/full_img_msk/img/img_zone10_0_1.tif
3410,../data/full_img_msk/img/img_zone10_0_1.tif
3411,../data/full_img_msk/img/img_zone10_0_1.tif
3412,../data/full_img_msk/img/img_zone10_0_1.tif
3413,../data/full_img_msk/img/img_zone10_0_1.tif
3420,../data/full_img_msk/img/img_zone10_0_1.tif
3421,../data/full_img_msk/img/img_zone10_0_1.tif
3423,../data/full_img_msk/img/img_zone10_0_1.tif
3424,../data/full_img_msk/img/img_zone10_0_1.tif
3429,../data/full_img_msk/img/img_zone10_0_1.tif
3432,../data/full_img_msk/img/img_zone10_0_1.tif
3433,../data/full_img_msk/img/img_zone10_0_1.tif
3436,../data/full_img_msk/img/img_zone10_0_1.tif
3437,../data/full_img_msk/img/img_zone10_0_1.tif
3438,../data/full_img_msk/img/img_zone10_0_1.tif
3375,../data/full_img_msk/img/img_zone10_1_0.tif
3376,../data/full_img_msk/img/img_zone10_1_0.tif
3377,../data/full_img_msk/img/img_zone10_1_0.tif
3378,../data/full_img_msk/img/img_zone10_1_0.tif
3379,../data/full_img_msk/img/img_zone10_1_0.tif
3380,../data/full_img_msk/img/img_zone10_1_0.tif
3381,../data/full_img_msk/img/img_zone10_1_0.tif
3382,../data/full_img_msk/img/img_zone10_1_0.tif
3383,../data/full_img_msk/img/img_zone10_1_0.tif
3384,../data/full_img_msk/img/img_zone10_1_0.tif
3385,../data/full_img_msk/img/img_zone10_1_0.tif
3386,../data/full_img_msk/img/img_zone10_1_0.tif
3387,../data/full_img_msk/img/img_zone10_1_0.tif
3388,../data/full_img_msk/img/img_zone10_1_0.tif
3389,../data/full_img_msk/img/img_zone10_1_0.tif
3390,../data/full_img_msk/img/img_zone10_1_0.tif
3391,../data/full_img_msk/img/img_zone10_1_0.tif
3392,../data/full_img_msk/img/img_zone10_1_0.tif
3393,../data/full_img_msk/img/img_zone10_1_0.tif
3401,../data/full_img_msk/img/img_zone10_1_0.tif
3430,../data/full_img_msk/img/img_zone10_1_0.tif
3440,../data/full_img_msk/img/img_zone10_1_0.tif
3416,../data/full_img_msk/img/img_zone10_1_1.tif
3417,../data/full_img_msk/img/img_zone10_1_1.tif
3418,../data/full_img_msk/img/img_zone10_1_1.tif
3419,../data/full_img_msk/img/img_zone10_1_1.tif
3425,../data/full_img_msk/img/img_zone10_1_1.tif
3426,../data/full_img_msk/img/img_zone10_1_1.tif
3431,../data/full_img_msk/img/img_zone10_1_1.tif
3435,../data/full_img_msk/img/img_zone10_1_1.tif
3439,../data/full_img_msk/img/img_zone10_1_1.tif
5906,../data/full_img_msk/img/img_zone11_0_0.tif
5907,../data/full_img_msk/img/img_zone11_0_0.tif
5908,../data/full_img_msk/img/img_zone11_0_0.tif
5909,../data/full_img_msk/img/img_zone11_0_0.tif
5910,../data/full_img_msk/img/img_zone11_0_0.tif
5911,../data/full_img_msk/img/img_zone11_0_0.tif
5912,../data/full_img_msk/img/img_zone11_0_0.tif
5913,../data/full_img_msk/img/img_zone11_0_0.tif
5914,../data/full_img_msk/img/img_zone11_0_0.tif
5915,../data/full_img_msk/img/img_zone11_0_0.tif
100,../data/full_img_msk/img/img_zone12_0_0.tif
101,../data/full_img_msk/img/img_zone12_0_0.tif
102,../data/full_img_msk/img/img_zone12_0_0.tif
103,../data/full_img_msk/img/img_zone12_0_0.tif
105,../data/full_img_msk/img/img_zone12_0_0.tif
106,../data/full_img_msk/img/img_zone12_0_0.tif
146,../data/full_img_msk/img/img_zone12_0_0.tif
147,../data/full_img_msk/img/img_zone12_0_0.tif
148,../data/full_img_msk/img/img_zone12_0_0.tif
166,../data/full_img_msk/img/img_zone12_0_0.tif
169,../data/full_img_msk/img/img_zone12_0_0.tif
176,../data/full_img_msk/img/img_zone12_0_0.tif
177,../data/full_img_msk/img/img_zone12_0_0.tif
178,../data/full_img_msk/img/img_zone12_0_0.tif
189,../data/full_img_msk/img/img_zone12_0_0.tif
191,../data/full_img_msk/img/img_zone12_0_0.tif
192,../data/full_img_msk/img/img_zone12_0_0.tif
193,../data/full_img_msk/img/img_zone12_0_0.tif
194,../data/full_img_msk/img/img_zone12_0_0.tif
195,../data/full_img_msk/img/img_zone12_0_0.tif
198,../data/full_img_msk/img/img_zone12_0_0.tif
199,../data/full_img_msk/img/img_zone12_0_0.tif
200,../data/full_img_msk/img/img_zone12_0_0.tif
201,../data/full_img_msk/img/img_zone12_0_0.tif
204,../data/full_img_msk/img/img_zone12_0_0.tif
205,../data/full_img_msk/img/img_zone12_0_0.tif
209,../data/full_img_msk/img/img_zone12_0_0.tif
304,../data/full_img_msk/img/img_zone12_0_0.tif
333,../data/full_img_msk/img/img_zone12_0_0.tif
350,../data/full_img_msk/img/img_zone12_0_0.tif
351,../data/full_img_msk/img/img_zone12_0_0.tif
394,../data/full_img_msk/img/img_zone12_0_0.tif
395,../data/full_img_msk/img/img_zone12_0_0.tif
397,../data/full_img_msk/img/img_zone12_0_0.tif
443,../data/full_img_msk/img/img_zone12_0_0.tif
444,../data/full_img_msk/img/img_zone12_0_0.tif
445,../data/full_img_msk/img/img_zone12_0_0.tif
465,../data/full_img_msk/img/img_zone12_0_0.tif
487,../data/full_img_msk/img/img_zone12_0_0.tif
488,../data/full_img_msk/img/img_zone12_0_0.tif
504,../data/full_img_msk/img/img_zone12_0_0.tif
505,../data/full_img_msk/img/img_zone12_0_0.tif
506,../data/full_img_msk/img/img_zone12_0_0.tif
507,../data/full_img_msk/img/img_zone12_0_0.tif
510,../data/full_img_msk/img/img_zone12_0_0.tif
511,../data/full_img_msk/img/img_zone12_0_0.tif
513,../data/full_img_msk/img/img_zone12_0_0.tif
516,../data/full_img_msk/img/img_zone12_0_0.tif
517,../data/full_img_msk/img/img_zone12_0_0.tif
521,../data/full_img_msk/img/img_zone12_0_0.tif
522,../data/full_img_msk/img/img_zone12_0_0.tif
527,../data/full_img_msk/img/img_zone12_0_0.tif
566,../data/full_img_msk/img/img_zone12_0_0.tif
567,../data/full_img_msk/img/img_zone12_0_0.tif
568,../data/full_img_msk/img/img_zone12_0_0.tif
569,../data/full_img_msk/img/img_zone12_0_0.tif
679,../data/full_img_msk/img/img_zone12_0_0.tif
680,../data/full_img_msk/img/img_zone12_0_0.tif
681,../data/full_img_msk/img/img_zone12_0_0.tif
726,../data/full_img_msk/img/img_zone12_0_0.tif
728,../data/full_img_msk/img/img_zone12_0_0.tif
754,../data/full_img_msk/img/img_zone12_0_0.tif
755,../data/full_img_msk/img/img_zone12_0_0.tif
756,../data/full_img_msk/img/img_zone12_0_0.tif
775,../data/full_img_msk/img/img_zone12_0_0.tif
778,../data/full_img_msk/img/img_zone12_0_0.tif
781,../data/full_img_msk/img/img_zone12_0_0.tif
782,../data/full_img_msk/img/img_zone12_0_0.tif
783,../data/full_img_msk/img/img_zone12_0_0.tif
784,../data/full_img_msk/img/img_zone12_0_0.tif
786,../data/full_img_msk/img/img_zone12_0_0.tif
787,../data/full_img_msk/img/img_zone12_0_0.tif
788,../data/full_img_msk/img/img_zone12_0_0.tif
789,../data/full_img_msk/img/img_zone12_0_0.tif
98,../data/full_img_msk/img/img_zone12_0_1.tif
99,../data/full_img_msk/img/img_zone12_0_1.tif
107,../data/full_img_msk/img/img_zone12_0_1.tif
157,../data/full_img_msk/img/img_zone12_0_1.tif
162,../data/full_img_msk/img/img_zone12_0_1.tif
163,../data/full_img_msk/img/img_zone12_0_1.tif
164,../data/full_img_msk/img/img_zone12_0_1.tif
167,../data/full_img_msk/img/img_zone12_0_1.tif
168,../data/full_img_msk/img/img_zone12_0_1.tif
170,../data/full_img_msk/img/img_zone12_0_1.tif
171,../data/full_img_msk/img/img_zone12_0_1.tif
179,../data/full_img_msk/img/img_zone12_0_1.tif
188,../data/full_img_msk/img/img_zone12_0_1.tif
197,../data/full_img_msk/img/img_zone12_0_1.tif
393,../data/full_img_msk/img/img_zone12_0_1.tif
396,../data/full_img_msk/img/img_zone12_0_1.tif
399,../data/full_img_msk/img/img_zone12_0_1.tif
400,../data/full_img_msk/img/img_zone12_0_1.tif
401,../data/full_img_msk/img/img_zone12_0_1.tif
402,../data/full_img_msk/img/img_zone12_0_1.tif
416,../data/full_img_msk/img/img_zone12_0_1.tif
417,../data/full_img_msk/img/img_zone12_0_1.tif
442,../data/full_img_msk/img/img_zone12_0_1.tif
446,../data/full_img_msk/img/img_zone12_0_1.tif
469,../data/full_img_msk/img/img_zone12_0_1.tif
470,../data/full_img_msk/img/img_zone12_0_1.tif
474,../data/full_img_msk/img/img_zone12_0_1.tif
477,../data/full_img_msk/img/img_zone12_0_1.tif
478,../data/full_img_msk/img/img_zone12_0_1.tif
479,../data/full_img_msk/img/img_zone12_0_1.tif
483,../data/full_img_msk/img/img_zone12_0_1.tif
484,../data/full_img_msk/img/img_zone12_0_1.tif
486,../data/full_img_msk/img/img_zone12_0_1.tif
489,../data/full_img_msk/img/img_zone12_0_1.tif
503,../data/full_img_msk/img/img_zone12_0_1.tif
508,../data/full_img_msk/img/img_zone12_0_1.tif
509,../data/full_img_msk/img/img_zone12_0_1.tif
520,../data/full_img_msk/img/img_zone12_0_1.tif
523,../data/full_img_msk/img/img_zone12_0_1.tif
524,../data/full_img_msk/img/img_zone12_0_1.tif
529,../data/full_img_msk/img/img_zone12_0_1.tif
564,../data/full_img_msk/img/img_zone12_0_1.tif
565,../data/full_img_msk/img/img_zone12_0_1.tif
570,../data/full_img_msk/img/img_zone12_0_1.tif
605,../data/full_img_msk/img/img_zone12_0_1.tif
662,../data/full_img_msk/img/img_zone12_0_1.tif
663,../data/full_img_msk/img/img_zone12_0_1.tif
757,../data/full_img_msk/img/img_zone12_0_1.tif
759,../data/full_img_msk/img/img_zone12_0_1.tif
96,../data/full_img_msk/img/img_zone12_1_1.tif
97,../data/full_img_msk/img/img_zone12_1_1.tif
125,../data/full_img_msk/img/img_zone12_1_1.tif
126,../data/full_img_msk/img/img_zone12_1_1.tif
127,../data/full_img_msk/img/img_zone12_1_1.tif
128,../data/full_img_msk/img/img_zone12_1_1.tif
141,../data/full_img_msk/img/img_zone12_1_1.tif
142,../data/full_img_msk/img/img_zone12_1_1.tif
143,../data/full_img_msk/img/img_zone12_1_1.tif
158,../data/full_img_msk/img/img_zone12_1_1.tif
161,../data/full_img_msk/img/img_zone12_1_1.tif
165,../data/full_img_msk/img/img_zone12_1_1.tif
172,../data/full_img_msk/img/img_zone12_1_1.tif
174,../data/full_img_msk/img/img_zone12_1_1.tif
175,../data/full_img_msk/img/img_zone12_1_1.tif
186,../data/full_img_msk/img/img_zone12_1_1.tif
187,../data/full_img_msk/img/img_zone12_1_1.tif
207,../data/full_img_msk/img/img_zone12_1_1.tif
208,../data/full_img_msk/img/img_zone12_1_1.tif
212,../data/full_img_msk/img/img_zone12_1_1.tif
213,../data/full_img_msk/img/img_zone12_1_1.tif
214,../data/full_img_msk/img/img_zone12_1_1.tif
215,../data/full_img_msk/img/img_zone12_1_1.tif
216,../data/full_img_msk/img/img_zone12_1_1.tif
221,../data/full_img_msk/img/img_zone12_1_1.tif
222,../data/full_img_msk/img/img_zone12_1_1.tif
240,../data/full_img_msk/img/img_zone12_1_1.tif
241,../data/full_img_msk/img/img_zone12_1_1.tif
242,../data/full_img_msk/img/img_zone12_1_1.tif
248,../data/full_img_msk/img/img_zone12_1_1.tif
249,../data/full_img_msk/img/img_zone12_1_1.tif
285,../data/full_img_msk/img/img_zone12_1_1.tif
286,../data/full_img_msk/img/img_zone12_1_1.tif
288,../data/full_img_msk/img/img_zone12_1_1.tif
289,../data/full_img_msk/img/img_zone12_1_1.tif
290,../data/full_img_msk/img/img_zone12_1_1.tif
306,../data/full_img_msk/img/img_zone12_1_1.tif
307,../data/full_img_msk/img/img_zone12_1_1.tif
308,../data/full_img_msk/img/img_zone12_1_1.tif
309,../data/full_img_msk/img/img_zone12_1_1.tif
310,../data/full_img_msk/img/img_zone12_1_1.tif
311,../data/full_img_msk/img/img_zone12_1_1.tif
312,../data/full_img_msk/img/img_zone12_1_1.tif
316,../data/full_img_msk/img/img_zone12_1_1.tif
317,../data/full_img_msk/img/img_zone12_1_1.tif
326,../data/full_img_msk/img/img_zone12_1_1.tif
327,../data/full_img_msk/img/img_zone12_1_1.tif
332,../data/full_img_msk/img/img_zone12_1_1.tif
390,../data/full_img_msk/img/img_zone12_1_1.tif
391,../data/full_img_msk/img/img_zone12_1_1.tif
412,../data/full_img_msk/img/img_zone12_1_1.tif
413,../data/full_img_msk/img/img_zone12_1_1.tif
414,../data/full_img_msk/img/img_zone12_1_1.tif
415,../data/full_img_msk/img/img_zone12_1_1.tif
439,../data/full_img_msk/img/img_zone12_1_1.tif
440,../data/full_img_msk/img/img_zone12_1_1.tif
441,../data/full_img_msk/img/img_zone12_1_1.tif
475,../data/full_img_msk/img/img_zone12_1_1.tif
480,../data/full_img_msk/img/img_zone12_1_1.tif
481,../data/full_img_msk/img/img_zone12_1_1.tif
482,../data/full_img_msk/img/img_zone12_1_1.tif
497,../data/full_img_msk/img/img_zone12_1_1.tif
499,../data/full_img_msk/img/img_zone12_1_1.tif
500,../data/full_img_msk/img/img_zone12_1_1.tif
501,../data/full_img_msk/img/img_zone12_1_1.tif
525,../data/full_img_msk/img/img_zone12_1_1.tif
526,../data/full_img_msk/img/img_zone12_1_1.tif
533,../data/full_img_msk/img/img_zone12_1_1.tif
535,../data/full_img_msk/img/img_zone12_1_1.tif
536,../data/full_img_msk/img/img_zone12_1_1.tif
562,../data/full_img_msk/img/img_zone12_1_1.tif
572,../data/full_img_msk/img/img_zone12_1_1.tif
573,../data/full_img_msk/img/img_zone12_1_1.tif
574,../data/full_img_msk/img/img_zone12_1_1.tif
575,../data/full_img_msk/img/img_zone12_1_1.tif
576,../data/full_img_msk/img/img_zone12_1_1.tif
577,../data/full_img_msk/img/img_zone12_1_1.tif
578,../data/full_img_msk/img/img_zone12_1_1.tif
579,../data/full_img_msk/img/img_zone12_1_1.tif
580,../data/full_img_msk/img/img_zone12_1_1.tif
581,../data/full_img_msk/img/img_zone12_1_1.tif
591,../data/full_img_msk/img/img_zone12_1_1.tif
592,../data/full_img_msk/img/img_zone12_1_1.tif
593,../data/full_img_msk/img/img_zone12_1_1.tif
594,../data/full_img_msk/img/img_zone12_1_1.tif
595,../data/full_img_msk/img/img_zone12_1_1.tif
602,../data/full_img_msk/img/img_zone12_1_1.tif
603,../data/full_img_msk/img/img_zone12_1_1.tif
604,../data/full_img_msk/img/img_zone12_1_1.tif
620,../data/full_img_msk/img/img_zone12_1_1.tif
625,../data/full_img_msk/img/img_zone12_1_1.tif
627,../data/full_img_msk/img/img_zone12_1_1.tif
628,../data/full_img_msk/img/img_zone12_1_1.tif
629,../data/full_img_msk/img/img_zone12_1_1.tif
658,../data/full_img_msk/img/img_zone12_1_1.tif
659,../data/full_img_msk/img/img_zone12_1_1.tif
660,../data/full_img_msk/img/img_zone12_1_1.tif
683,../data/full_img_msk/img/img_zone12_1_1.tif
684,../data/full_img_msk/img/img_zone12_1_1.tif
685,../data/full_img_msk/img/img_zone12_1_1.tif
686,../data/full_img_msk/img/img_zone12_1_1.tif
687,../data/full_img_msk/img/img_zone12_1_1.tif
688,../data/full_img_msk/img/img_zone12_1_1.tif
689,../data/full_img_msk/img/img_zone12_1_1.tif
690,../data/full_img_msk/img/img_zone12_1_1.tif
691,../data/full_img_msk/img/img_zone12_1_1.tif
692,../data/full_img_msk/img/img_zone12_1_1.tif
696,../data/full_img_msk/img/img_zone12_1_1.tif
710,../data/full_img_msk/img/img_zone12_1_1.tif
722,../data/full_img_msk/img/img_zone12_1_1.tif
723,../data/full_img_msk/img/img_zone12_1_1.tif
724,../data/full_img_msk/img/img_zone12_1_1.tif
727,../data/full_img_msk/img/img_zone12_1_1.tif
730,../data/full_img_msk/img/img_zone12_1_1.tif
731,../data/full_img_msk/img/img_zone12_1_1.tif
742,../data/full_img_msk/img/img_zone12_1_1.tif
743,../data/full_img_msk/img/img_zone12_1_1.tif
771,../data/full_img_msk/img/img_zone12_1_1.tif
772,../data/full_img_msk/img/img_zone12_1_1.tif
773,../data/full_img_msk/img/img_zone12_1_1.tif
774,../data/full_img_msk/img/img_zone12_1_1.tif
154,../data/full_img_msk/img/img_zone12_2_1.tif
155,../data/full_img_msk/img/img_zone12_2_1.tif
156,../data/full_img_msk/img/img_zone12_2_1.tif
184,../data/full_img_msk/img/img_zone12_2_1.tif
185,../data/full_img_msk/img/img_zone12_2_1.tif
202,../data/full_img_msk/img/img_zone12_2_1.tif
203,../data/full_img_msk/img/img_zone12_2_1.tif
225,../data/full_img_msk/img/img_zone12_2_1.tif
229,../data/full_img_msk/img/img_zone12_2_1.tif
230,../data/full_img_msk/img/img_zone12_2_1.tif
245,../data/full_img_msk/img/img_zone12_2_1.tif
246,../data/full_img_msk/img/img_zone12_2_1.tif
256,../data/full_img_msk/img/img_zone12_2_1.tif
257,../data/full_img_msk/img/img_zone12_2_1.tif
258,../data/full_img_msk/img/img_zone12_2_1.tif
259,../data/full_img_msk/img/img_zone12_2_1.tif
260,../data/full_img_msk/img/img_zone12_2_1.tif
337,../data/full_img_msk/img/img_zone12_2_1.tif
338,../data/full_img_msk/img/img_zone12_2_1.tif
340,../data/full_img_msk/img/img_zone12_2_1.tif
341,../data/full_img_msk/img/img_zone12_2_1.tif
459,../data/full_img_msk/img/img_zone12_2_1.tif
460,../data/full_img_msk/img/img_zone12_2_1.tif
461,../data/full_img_msk/img/img_zone12_2_1.tif
462,../data/full_img_msk/img/img_zone12_2_1.tif
463,../data/full_img_msk/img/img_zone12_2_1.tif
464,../data/full_img_msk/img/img_zone12_2_1.tif
495,../data/full_img_msk/img/img_zone12_2_1.tif
496,../data/full_img_msk/img/img_zone12_2_1.tif
514,../data/full_img_msk/img/img_zone12_2_1.tif
515,../data/full_img_msk/img/img_zone12_2_1.tif
561,../data/full_img_msk/img/img_zone12_2_1.tif
597,../data/full_img_msk/img/img_zone12_2_1.tif
598,../data/full_img_msk/img/img_zone12_2_1.tif
601,../data/full_img_msk/img/img_zone12_2_1.tif
621,../data/full_img_msk/img/img_zone12_2_1.tif
622,../data/full_img_msk/img/img_zone12_2_1.tif
623,../data/full_img_msk/img/img_zone12_2_1.tif
624,../data/full_img_msk/img/img_zone12_2_1.tif
633,../data/full_img_msk/img/img_zone12_2_1.tif
634,../data/full_img_msk/img/img_zone12_2_1.tif
707,../data/full_img_msk/img/img_zone12_2_1.tif
708,../data/full_img_msk/img/img_zone12_2_1.tif
709,../data/full_img_msk/img/img_zone12_2_1.tif
716,../data/full_img_msk/img/img_zone12_2_1.tif
717,../data/full_img_msk/img/img_zone12_2_1.tif
718,../data/full_img_msk/img/img_zone12_2_1.tif
719,../data/full_img_msk/img/img_zone12_2_1.tif
721,../data/full_img_msk/img/img_zone12_2_1.tif
729,../data/full_img_msk/img/img_zone12_2_1.tif
735,../data/full_img_msk/img/img_zone12_2_1.tif
737,../data/full_img_msk/img/img_zone12_2_1.tif
738,../data/full_img_msk/img/img_zone12_2_1.tif
739,../data/full_img_msk/img/img_zone12_2_1.tif
740,../data/full_img_msk/img/img_zone12_2_1.tif
741,../data/full_img_msk/img/img_zone12_2_1.tif
81,../data/full_img_msk/img/img_zone12_2_2.tif
82,../data/full_img_msk/img/img_zone12_2_2.tif
83,../data/full_img_msk/img/img_zone12_2_2.tif
84,../data/full_img_msk/img/img_zone12_2_2.tif
86,../data/full_img_msk/img/img_zone12_2_2.tif
89,../data/full_img_msk/img/img_zone12_2_2.tif
91,../data/full_img_msk/img/img_zone12_2_2.tif
92,../data/full_img_msk/img/img_zone12_2_2.tif
94,../data/full_img_msk/img/img_zone12_2_2.tif
95,../data/full_img_msk/img/img_zone12_2_2.tif
118,../data/full_img_msk/img/img_zone12_2_2.tif
119,../data/full_img_msk/img/img_zone12_2_2.tif
120,../data/full_img_msk/img/img_zone12_2_2.tif
121,../data/full_img_msk/img/img_zone12_2_2.tif
122,../data/full_img_msk/img/img_zone12_2_2.tif
123,../data/full_img_msk/img/img_zone12_2_2.tif
124,../data/full_img_msk/img/img_zone12_2_2.tif
149,../data/full_img_msk/img/img_zone12_2_2.tif
150,../data/full_img_msk/img/img_zone12_2_2.tif
151,../data/full_img_msk/img/img_zone12_2_2.tif
153,../data/full_img_msk/img/img_zone12_2_2.tif
159,../data/full_img_msk/img/img_zone12_2_2.tif
160,../data/full_img_msk/img/img_zone12_2_2.tif
182,../data/full_img_msk/img/img_zone12_2_2.tif
211,../data/full_img_msk/img/img_zone12_2_2.tif
220,../data/full_img_msk/img/img_zone12_2_2.tif
223,../data/full_img_msk/img/img_zone12_2_2.tif
224,../data/full_img_msk/img/img_zone12_2_2.tif
227,../data/full_img_msk/img/img_zone12_2_2.tif
228,../data/full_img_msk/img/img_zone12_2_2.tif
234,../data/full_img_msk/img/img_zone12_2_2.tif
235,../data/full_img_msk/img/img_zone12_2_2.tif
236,../data/full_img_msk/img/img_zone12_2_2.tif
238,../data/full_img_msk/img/img_zone12_2_2.tif
239,../data/full_img_msk/img/img_zone12_2_2.tif
243,../data/full_img_msk/img/img_zone12_2_2.tif
244,../data/full_img_msk/img/img_zone12_2_2.tif
250,../data/full_img_msk/img/img_zone12_2_2.tif
252,../data/full_img_msk/img/img_zone12_2_2.tif
253,../data/full_img_msk/img/img_zone12_2_2.tif
254,../data/full_img_msk/img/img_zone12_2_2.tif
255,../data/full_img_msk/img/img_zone12_2_2.tif
266,../data/full_img_msk/img/img_zone12_2_2.tif
267,../data/full_img_msk/img/img_zone12_2_2.tif
268,../data/full_img_msk/img/img_zone12_2_2.tif
269,../data/full_img_msk/img/img_zone12_2_2.tif
270,../data/full_img_msk/img/img_zone12_2_2.tif
271,../data/full_img_msk/img/img_zone12_2_2.tif
272,../data/full_img_msk/img/img_zone12_2_2.tif
273,../data/full_img_msk/img/img_zone12_2_2.tif
274,../data/full_img_msk/img/img_zone12_2_2.tif
275,../data/full_img_msk/img/img_zone12_2_2.tif
276,../data/full_img_msk/img/img_zone12_2_2.tif
280,../data/full_img_msk/img/img_zone12_2_2.tif
283,../data/full_img_msk/img/img_zone12_2_2.tif
297,../data/full_img_msk/img/img_zone12_2_2.tif
298,../data/full_img_msk/img/img_zone12_2_2.tif
299,../data/full_img_msk/img/img_zone12_2_2.tif
300,../data/full_img_msk/img/img_zone12_2_2.tif
301,../data/full_img_msk/img/img_zone12_2_2.tif
302,../data/full_img_msk/img/img_zone12_2_2.tif
303,../data/full_img_msk/img/img_zone12_2_2.tif
313,../data/full_img_msk/img/img_zone12_2_2.tif
