mask_path,0,1,2,3,4,5,6
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_5_14.tif,9.0,,10286.0,55241.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_5_15.tif,51367.0,,14049.0,120.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_5_5.tif,32502.0,,18817.0,,,14217.0,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_5_6.tif,,,65536.0,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_5_7.tif,,,65536.0,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_5_8.tif,,8102.0,57434.0,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_10.tif,3816.0,61720.0,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_11.tif,5406.0,40686.0,,,,19444.0,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_12.tif,,56455.0,,9081.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_13.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_14.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_15.tif,20460.0,,27063.0,18013.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_4.tif,52.0,,61459.0,,,4025.0,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_5.tif,,,54229.0,,,11307.0,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_6.tif,,,65536.0,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_7.tif,,,65536.0,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_8.tif,,54295.0,11241.0,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_6_9.tif,,65536.0,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_7_10.tif,6077.0,59459.0,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_7_12.tif,,59896.0,4303.0,1337.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_7_13.tif,,20.0,28038.0,37478.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_7_14.tif,,,40797.0,24739.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_7_15.tif,130.0,,58339.0,7067.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_7_16.tif,54404.0,,11132.0,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_7_4.tif,,,65147.0,,,389.0,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_7_5.tif,2.0,,65534.0,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_7_6.tif,2025.0,,27801.0,35710.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_7_7.tif,,,15006.0,50530.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_7_8.tif,,31508.0,3611.0,30417.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_7_9.tif,,65536.0,,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_8_10.tif,6845.0,30119.0,28572.0,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_8_11.tif,5736.0,23442.0,36358.0,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_4_6.tif,37964.0,,27572.0,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_5_9.tif,,53827.0,11709.0,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_7_11.tif,,65486.0,,,,50.0,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_8_12.tif,3513.0,11162.0,50861.0,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_8_13.tif,1261.0,,64275.0,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_8_14.tif,19901.0,,45635.0,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_8_15.tif,43471.0,,22065.0,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_8_16.tif,54791.0,,10745.0,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_8_4.tif,,,65536.0,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_8_5.tif,24059.0,,37521.0,3956.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_8_6.tif,10455.0,,,55081.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_8_7.tif,,3847.0,,61689.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_8_8.tif,,60497.0,,5039.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_8_9.tif,,47579.0,17957.0,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_9_10.tif,,,22693.0,42843.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_9_11.tif,,,13191.0,52345.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_9_12.tif,18225.0,,2931.0,44380.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_9_13.tif,59129.0,,6407.0,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_9_4.tif,25.0,,65511.0,,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_9_5.tif,6843.0,,49337.0,9356.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_9_6.tif,,,33108.0,32428.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_9_7.tif,,,40463.0,25073.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_9_8.tif,,9357.0,48485.0,7694.0,,,
../data/patch256/msk/l123/zone100_0_0/msk_zone100_0_0_patch_9_9.tif,805.0,36.0,56917.0,7778.0,,,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_10_7.tif,,32254.0,33282.0,,,,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_10_8.tif,15856.0,20967.0,28713.0,,,,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_11_7.tif,,672.0,64864.0,,,,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_11_8.tif,9982.0,10126.0,45428.0,,,,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_12_7.tif,9642.0,,55894.0,,,,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_12_8.tif,675.0,3305.0,61556.0,,,,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_12_9.tif,54217.0,792.0,10527.0,,,,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_13_10.tif,54264.0,,11272.0,,,,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_13_9.tif,46022.0,,19514.0,,,,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_4_7.tif,41383.0,,24153.0,,,,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_4_8.tif,61998.0,,3538.0,,,,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_5_10.tif,63117.0,2419.0,,,,,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_5_7.tif,,,65536.0,,,,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_5_8.tif,2249.0,18065.0,45222.0,,,,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_5_9.tif,25273.0,26130.0,14133.0,,,,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_6_7.tif,,,65536.0,,,,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_6_8.tif,1826.0,12432.0,51278.0,,,,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_6_9.tif,35899.0,7296.0,16511.0,,,5830.0,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_7_7.tif,,,65536.0,,,,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_7_8.tif,3739.0,,59204.0,,,2593.0,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_7_9.tif,48974.0,,1698.0,,,14864.0,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_8_7.tif,,,65536.0,,,,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_8_8.tif,3375.0,2440.0,53522.0,,,6199.0,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_8_9.tif,60148.0,,,,,5388.0,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_9_7.tif,,,65536.0,,,,
../data/patch256/msk/l123/zone101_0_0/msk_zone101_0_0_patch_9_8.tif,12765.0,4774.0,47997.0,,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_10_16.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_10_17.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_10_18.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_10_19.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_11_16.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_11_17.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_11_18.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_11_19.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_12_16.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_12_17.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_12_18.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_12_19.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_13_16.tif,3.0,,,65533.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_6_19.tif,,39877.0,,25659.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_7_16.tif,2475.0,,,63061.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_7_17.tif,,2276.0,,63260.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_7_18.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_7_19.tif,,714.0,,64822.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_8_16.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_8_17.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_8_18.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_8_19.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_9_16.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_9_17.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_9_18.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_9_19.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_13_18.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_13_19.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_14_17.tif,31865.0,,,33671.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_14_18.tif,9913.0,,,55623.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_14_19.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_15_19.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_16_18.tif,17.0,,,65519.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_16_19.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_17_18.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_17_19.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_18_15.tif,53672.0,,,11864.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_18_16.tif,41202.0,,,24334.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_18_17.tif,19411.0,,,46125.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_18_19.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_19_14.tif,1875.0,,,63661.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_19_15.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_19_16.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_19_17.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_19_18.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_19_19.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_20_13.tif,582.0,,,64954.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_20_14.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_20_15.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_20_16.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_20_17.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_20_18.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_13_17.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_18_18.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_20_19.tif,,6161.0,,59375.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_6_18.tif,,4454.0,,61082.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_21_13.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_21_14.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_21_15.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_21_16.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_21_17.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_21_18.tif,,73.0,,65463.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_21_19.tif,54.0,33416.0,,32066.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_22_13.tif,5054.0,,,60482.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_22_14.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_22_15.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_22_16.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_22_17.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_22_18.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_22_19.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_5_17.tif,32255.0,,,33281.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_5_18.tif,41052.0,,,24484.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_5_19.tif,52244.0,,,13292.0,,,
../data/patch256/msk/l123/zone102_0_0/msk_zone102_0_0_patch_6_17.tif,,23497.0,,42039.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_10_0.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_10_1.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_10_10.tif,46811.0,12777.0,,5948.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_10_2.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_10_3.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_10_4.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_10_5.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_10_6.tif,,518.0,,65018.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_10_7.tif,,54218.0,,11318.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_10_8.tif,,65536.0,,,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_10_9.tif,,64082.0,,1454.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_11_0.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_11_1.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_11_10.tif,45406.0,7583.0,,12547.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_6_5.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_6_6.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_6_7.tif,,414.0,,65122.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_6_8.tif,2160.0,1017.0,,62359.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_6_9.tif,59628.0,,,5908.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_7_0.tif,,310.0,,65226.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_7_1.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_7_2.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_7_3.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_7_4.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_7_5.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_7_6.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_7_7.tif,,4684.0,,60852.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_7_9.tif,31230.0,385.0,,33921.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_8_0.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_8_1.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_8_10.tif,62203.0,,,3333.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_8_2.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_8_3.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_8_4.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_8_5.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_8_6.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_8_7.tif,,11361.0,,54175.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_8_8.tif,,57504.0,,8032.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_8_9.tif,4062.0,17344.0,,44130.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_9_0.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_9_1.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_9_10.tif,52268.0,,,13268.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_9_2.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_9_3.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_9_4.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_9_5.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_9_6.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_9_7.tif,,8895.0,,56641.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_9_8.tif,,47100.0,,18436.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_9_9.tif,,28351.0,,37185.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_11_3.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_11_4.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_11_5.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_11_6.tif,,251.0,,65285.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_11_7.tif,,13650.0,,51886.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_11_8.tif,,30278.0,,35258.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_11_9.tif,,28228.0,,37308.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_12_0.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_12_1.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_12_10.tif,44450.0,,,21086.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_12_2.tif,,,,65536.0,,,
../data/patch256/msk/l123/zone102_0_1/msk_zone102_0_1_patch_12_3.tif,,,,65536.0,,,
