mask_path,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
../data/patch128/msk/l123/zone59_1_1/msk_zone59_1_1_patch_73_27.tif,834.0,,,,,,,,,,,,,15550.0,,,,,,,,,,,,
../data/patch128/msk/l123/zone74_1_1/msk_zone74_1_1_patch_69_41.tif,,,,,,,,,,,,,,,,,7608.0,,,,,,,,,
../data/patch128/msk/l123/zone66_2_3/msk_zone66_2_3_patch_31_63.tif,,,,,,2652.0,,,,,,,13732.0,,,,,,,,,,,,,
../data/patch128/msk/l123/zone85_0_1/msk_zone85_0_1_patch_30_32.tif,,,,,,,,,,,,,,,,,16384.0,,,,,,,,,
../data/patch128/msk/l123/zone139_1_1/msk_zone139_1_1_patch_45_63.tif,,16384.0,,,,,,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone54_0_1/msk_zone54_0_1_patch_48_6.tif,,,,,,,,,,,,16378.0,,,,,6.0,,,,,,,,,
../data/patch128/msk/l123/zone65_1_0/msk_zone65_1_0_patch_75_36.tif,,,,,,,,,,,,13233.0,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone139_1_1/msk_zone139_1_1_patch_51_74.tif,,,,,,,,,,,,,,,,,,,16384.0,,,,,,,
../data/patch128/msk/l123/zone93_1_0/msk_zone93_1_0_patch_28_31.tif,,,,,,,,,,,,11088.0,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone19_1_0/msk_zone19_1_0_patch_66_46.tif,,,,7413.0,,,,,,,,,,,,,,,,,,7451.0,,,,
../data/patch128/msk/l123/zone74_0_1/msk_zone74_0_1_patch_30_19.tif,,,,,,,,,,,,,,,,,16384.0,,,,,,,,,
../data/patch128/msk/l123/zone19_1_0/msk_zone19_1_0_patch_67_56.tif,,,,,,,,,,,,,,,,,,,15494.0,,,,,,,
../data/patch128/msk/l123/zone44_4_3/msk_zone44_4_3_patch_53_39.tif,,,,,,,,,,,,8349.0,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone162_0_1/msk_zone162_0_1_patch_16_35.tif,,,,,,,,,,,,,,14491.0,,,,,,,,,,,,
../data/patch128/msk/l123/zone78_9_7/msk_zone78_9_7_patch_51_43.tif,,,,,,15094.0,,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone68_1_0/msk_zone68_1_0_patch_31_17.tif,4699.0,,,,,,,,,,,,11685.0,,,,,,,,,,,,,
../data/patch128/msk/l123/zone15_0_0/msk_zone15_0_0_patch_36_44.tif,,,,,,,,,,,,,,,,3242.0,,,,,,3128.0,,,,
../data/patch128/msk/l123/zone121_1_0/msk_zone121_1_0_patch_20_29.tif,,,,,,,,,,,,,,,,,6595.0,,,,9789.0,,,,,
../data/patch128/msk/l123/zone69_0_0/msk_zone69_0_0_patch_14_26.tif,,10555.0,,,,,,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone12_2_1/msk_zone12_2_1_patch_4_40.tif,2.0,,,,,,,,,,16382.0,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone59_0_0/msk_zone59_0_0_patch_21_28.tif,,,,,,,,4534.0,,,,,,6680.0,,,,,,,,,,,,
../data/patch128/msk/l123/zone28_0_1/msk_zone28_0_1_patch_26_41.tif,,,,,,,,,,,,,13586.0,,,,,,,,,,,,,
../data/patch128/msk/l123/zone25_2_1/msk_zone25_2_1_patch_63_19.tif,,,,,,,,,,,,,,,,16384.0,,,,,,,,,,
../data/patch128/msk/l123/zone12_0_0/msk_zone12_0_0_patch_40_36.tif,,,,,,,,,,,,,,,,16381.0,,,,,,,,,,
../data/patch128/msk/l123/zone154_0_0/msk_zone154_0_0_patch_24_28.tif,,,,,,,,,,,,,,,,,16052.0,,332.0,,,,,,,
../data/patch128/msk/l123/zone12_1_1/msk_zone12_1_1_patch_16_9.tif,,,,,,,,,,,,,,,,,16384.0,,,,,,,,,
../data/patch128/msk/l123/zone139_1_1/msk_zone139_1_1_patch_64_51.tif,,,,16384.0,,,,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone17_0_0/msk_zone17_0_0_patch_44_58.tif,,,,,,,,,,,,,,,,,7920.0,,,,,4347.0,,,,
../data/patch128/msk/l123/zone74_2_1/msk_zone74_2_1_patch_13_62.tif,,,,,,,,,,,,,,,,,16384.0,,,,,,,,,
../data/patch128/msk/l123/zone12_3_2/msk_zone12_3_2_patch_50_66.tif,,,,,,,,,,,,,,,,,16384.0,,,,,,,,,
../data/patch128/msk/l123/zone68_1_0/msk_zone68_1_0_patch_16_19.tif,,,,,,,,,,,,,16384.0,,,,,,,,,,,,,
../data/patch128/msk/l123/zone34_0_0/msk_zone34_0_0_patch_12_26.tif,,,,,,,16384.0,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone28_0_1/msk_zone28_0_1_patch_40_38.tif,,,,,,,,,,,,,16384.0,,,,,,,,,,,,,
../data/patch128/msk/l123/zone74_1_2/msk_zone74_1_2_patch_18_48.tif,,,,,,,,,,,,,,,,,16209.0,,,,,,,,,
../data/patch128/msk/l123/zone136_1_1/msk_zone136_1_1_patch_50_45.tif,16384.0,,,,,,,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone147_3_4/msk_zone147_3_4_patch_68_26.tif,,,,,,,,,,,16311.0,73.0,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone37_0_0/msk_zone37_0_0_patch_44_42.tif,,,,,,,6688.0,,,,,,,,,,,,,,,1064.0,,,,
../data/patch128/msk/l123/zone33_0_0/msk_zone33_0_0_patch_14_15.tif,,,,1127.0,,,,,,,,,,,,,,,,,,,15257.0,,,
../data/patch128/msk/l123/zone44_5_2/msk_zone44_5_2_patch_6_74.tif,,,,,,,,,,16384.0,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone67_0_1/msk_zone67_0_1_patch_19_5.tif,,,,4.0,,,,,,,,,,,,,,,,,,,,15294.0,,
../data/patch128/msk/l123/zone170_2_0/msk_zone170_2_0_patch_74_25.tif,,,,,,,,,,,,,,,,,,16054.0,,,,,,,,
../data/patch128/msk/l123/zone77_0_1/msk_zone77_0_1_patch_56_10.tif,,,,,,16384.0,,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone85_0_0/msk_zone85_0_0_patch_44_35.tif,,,,,,,,,,,,,13199.0,,,,,,,,,,,,,
../data/patch128/msk/l123/zone147_4_5/msk_zone147_4_5_patch_29_15.tif,,,,,,,,,,,16384.0,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone59_1_1/msk_zone59_1_1_patch_67_56.tif,,,,,,,,,,,,,,,,,16384.0,,,,,,,,,
../data/patch128/msk/l123/zone78_13_9/msk_zone78_13_9_patch_3_24.tif,,16292.0,,,,,,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone74_2_1/msk_zone74_2_1_patch_8_61.tif,,,,,,,,,,,,,,,,,16384.0,,,,,,,,,
../data/patch128/msk/l123/zone33_0_0/msk_zone33_0_0_patch_19_10.tif,,,,3941.0,,,,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone75_1_2/msk_zone75_1_2_patch_69_33.tif,,,,581.0,,,,,,,,,,,,,15224.0,,,,,,,,,
../data/patch128/msk/l123/zone17_1_3/msk_zone17_1_3_patch_24_26.tif,,,,413.0,,,,,,,,,,,,,15971.0,,,,,,,,,
../data/patch128/msk/l123/zone28_0_1/msk_zone28_0_1_patch_31_13.tif,,,,,,,,,,,,,16384.0,,,,,,,,,,,,,
../data/patch128/msk/l123/zone139_1_1/msk_zone139_1_1_patch_67_33.tif,,,,,,,,,,,,,,,,,,,,,,672.0,,,,
../data/patch128/msk/l123/zone147_3_4/msk_zone147_3_4_patch_38_25.tif,,,,,,,,,,,,7623.0,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone25_2_1/msk_zone25_2_1_patch_5_41.tif,,,,16384.0,,,,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone133_0_0/msk_zone133_0_0_patch_35_25.tif,,,,,,,16384.0,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone114_1_0/msk_zone114_1_0_patch_19_31.tif,,,,,,,,,,,,,,16384.0,,,,,,,,,,,,
../data/patch128/msk/l123/zone68_1_1/msk_zone68_1_1_patch_32_3.tif,,,,,,,,,,,,,15966.0,,,,,418.0,,,,,,,,
../data/patch128/msk/l123/zone15_1_2/msk_zone15_1_2_patch_67_40.tif,,,,1640.0,,,,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone75_2_3/msk_zone75_2_3_patch_35_69.tif,,,,,,,,,,,,2315.0,,,,,14069.0,,,,,,,,,
../data/patch128/msk/l123/zone75_1_3/msk_zone75_1_3_patch_4_44.tif,,,,,,,,,,,,,,,,,16290.0,,,,,,,,,
../data/patch128/msk/l123/zone28_0_1/msk_zone28_0_1_patch_26_22.tif,,,,,,,,,,,,,16384.0,,,,,,,,,,,,,
../data/patch128/msk/l123/zone78_16_11/msk_zone78_16_11_patch_70_72.tif,,1344.0,,,,,,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone142_1_0/msk_zone142_1_0_patch_50_35.tif,,,,,,,16384.0,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone147_3_4/msk_zone147_3_4_patch_33_10.tif,,,,,,,,,,,,,1068.0,,,,,,,,,,,,,
../data/patch128/msk/l123/zone95_0_0/msk_zone95_0_0_patch_25_29.tif,,,,,,,,,,,,7283.0,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone66_2_3/msk_zone66_2_3_patch_23_73.tif,,,,,,,78.0,,,,,,16306.0,,,,,,,,,,,,,
../data/patch128/msk/l123/zone112_0_1/msk_zone112_0_1_patch_40_24.tif,,,,,,,,9684.0,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone12_0_0/msk_zone12_0_0_patch_34_24.tif,,,,10367.0,,,,,,,,,,,,4883.0,,,,,,,,,,
../data/patch128/msk/l123/zone47_1_1/msk_zone47_1_1_patch_10_4.tif,,,,11041.0,,,,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone15_1_2/msk_zone15_1_2_patch_47_11.tif,,,,5975.0,,,,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone17_0_0/msk_zone17_0_0_patch_28_22.tif,,,,,,,,,,,,,,,,,16384.0,,,,,,,,,
../data/patch128/msk/l123/zone44_4_3/msk_zone44_4_3_patch_43_52.tif,,,,,,,,,2856.0,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone54_0_1/msk_zone54_0_1_patch_21_35.tif,12841.0,,,,,,,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone74_1_1/msk_zone74_1_1_patch_66_15.tif,,,,,,,,,,1257.0,,,,,,,9200.0,,,,,,,,,
../data/patch128/msk/l123/zone30_0_0/msk_zone30_0_0_patch_35_24.tif,,,,,,,,,,,,16384.0,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone147_4_4/msk_zone147_4_4_patch_21_27.tif,,,,7256.0,,,,,,,,,,,,,,,,,,8645.0,,,,
../data/patch128/msk/l123/zone10_0_1/msk_zone10_0_1_patch_14_12.tif,,,,,,,,,,,,,,,,,2511.0,,,,,,,,,
../data/patch128/msk/l123/zone121_1_0/msk_zone121_1_0_patch_48_56.tif,,,,,,,,6232.0,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone68_1_1/msk_zone68_1_1_patch_30_11.tif,,,,,,,,,,,,,16384.0,,,,,,,,,,,,,
../data/patch128/msk/l123/zone25_2_1/msk_zone25_2_1_patch_47_41.tif,,,,,,,,,,,,,,,,16384.0,,,,,,,,,,
../data/patch128/msk/l123/zone3_0_0/msk_zone3_0_0_patch_35_44.tif,,,,,,,,,,,,,4065.0,,,,,,,,,,,,,
../data/patch128/msk/l123/zone78_3_3/msk_zone78_3_3_patch_63_11.tif,,16214.0,,,,,,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone54_0_1/msk_zone54_0_1_patch_29_29.tif,,,,,,,,,,,,,,16384.0,,,,,,,,,,,,
../data/patch128/msk/l123/zone165_1_1/msk_zone165_1_1_patch_33_29.tif,,,,,,,,,,,,14545.0,,1839.0,,,,,,,,,,,,
../data/patch128/msk/l123/zone38_0_0/msk_zone38_0_0_patch_13_19.tif,,,,16384.0,,,,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone147_4_5/msk_zone147_4_5_patch_27_5.tif,,,,16384.0,,,,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone33_0_0/msk_zone33_0_0_patch_20_20.tif,,,,,,,,,,,,,,16254.0,,,,,,,,,,,,
../data/patch128/msk/l123/zone47_0_1/msk_zone47_0_1_patch_43_19.tif,,,,,,,,,,,,,,,,,,,,,,,,10085.0,,
../data/patch128/msk/l123/zone59_1_0/msk_zone59_1_0_patch_55_40.tif,,,,,,,,,,,,,,16384.0,,,,,,,,,,,,
../data/patch128/msk/l123/zone116_0_0/msk_zone116_0_0_patch_24_58.tif,,,,,,,,,,,,,,16384.0,,,,,,,,,,,,
../data/patch128/msk/l123/zone68_1_0/msk_zone68_1_0_patch_47_2.tif,7652.0,,,,,,,,,,,,8732.0,,,,,,,,,,,,,
../data/patch128/msk/l123/zone147_4_4/msk_zone147_4_4_patch_35_54.tif,,,,9247.0,,,,,,,7137.0,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone120_0_0/msk_zone120_0_0_patch_38_30.tif,5036.0,,,,,,,11348.0,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone54_0_1/msk_zone54_0_1_patch_60_19.tif,,,,,,,,,,,,,,,,,16208.0,,,,,,,,,
../data/patch128/msk/l123/zone63_0_1/msk_zone63_0_1_patch_15_9.tif,,,,,,,,,,,,,,,,,1204.0,,,,,,,,,
../data/patch128/msk/l123/zone75_2_3/msk_zone75_2_3_patch_73_47.tif,992.0,,,,,,,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone22_0_0/msk_zone22_0_0_patch_11_15.tif,,,,,,,8987.0,,,,,,,,,,,,,,,7397.0,,,,
../data/patch128/msk/l123/zone120_0_0/msk_zone120_0_0_patch_27_28.tif,,,,,,,,4436.0,,,,,,11948.0,,,,,,,,,,,,
../data/patch128/msk/l123/zone139_1_1/msk_zone139_1_1_patch_45_31.tif,,358.0,,,,,,,,,,16026.0,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone136_1_1/msk_zone136_1_1_patch_38_3.tif,,,,,,,,,,,,,,16383.0,,,,,,,,,,,,
../data/patch128/msk/l123/zone97_0_0/msk_zone97_0_0_patch_26_23.tif,,,,,,,,,,,,,,,,5223.0,,,,,,11161.0,,,,
../data/patch128/msk/l123/zone51_0_1/msk_zone51_0_1_patch_28_51.tif,,,,1563.0,,,,,,,,,,,,,,,,,,297.0,14524.0,,,
../data/patch128/msk/l123/zone78_16_11/msk_zone78_16_11_patch_55_65.tif,,11136.0,,,,,,,,,,,,2278.0,,,,,,,,,,,,
../data/patch128/msk/l123/zone147_3_4/msk_zone147_3_4_patch_55_28.tif,,,,,,,,,,,10675.0,5709.0,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone167_0_0/msk_zone167_0_0_patch_28_19.tif,,,,,,,,,,7333.0,,,,,,,9051.0,,,,,,,,,
../data/patch128/msk/l123/zone67_0_0/msk_zone67_0_0_patch_7_3.tif,,,,,,,,,,,,,,,,,6765.0,,,,,,,,,
../data/patch128/msk/l123/zone12_2_2/msk_zone12_2_2_patch_62_62.tif,,,,,,,,,,,,,,16384.0,,,,,,,,,,,,
../data/patch128/msk/l123/zone41_0_0/msk_zone41_0_0_patch_17_27.tif,,,,2588.0,,,,,,,,,,,,,,,,,,9731.0,,,,
../data/patch128/msk/l123/zone112_0_1/msk_zone112_0_1_patch_41_18.tif,,,,,,,,16384.0,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone74_1_3/msk_zone74_1_3_patch_12_11.tif,,,,,,,,,,,,,,,,,16384.0,,,,,,,,,
../data/patch128/msk/l123/zone74_0_1/msk_zone74_0_1_patch_40_19.tif,,,,,,,,,,,,5252.0,,,,,11132.0,,,,,,,,,
../data/patch128/msk/l123/zone66_1_1/msk_zone66_1_1_patch_66_2.tif,,,,,,,,,,,,,,,,,,6303.0,,,,,,,,
../data/patch128/msk/l123/zone171_1_1/msk_zone171_1_1_patch_35_52.tif,,,,,,,,,,,,,,,,,,,15925.0,,,,,,,
../data/patch128/msk/l123/zone74_1_1/msk_zone74_1_1_patch_56_31.tif,,,,,,,16384.0,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone147_3_3/msk_zone147_3_3_patch_41_61.tif,,,,,,,,,,,,12352.0,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone74_2_1/msk_zone74_2_1_patch_20_9.tif,,,,,,,,,,,,,,,,,16384.0,,,,,,,,,
../data/patch128/msk/l123/zone19_0_0/msk_zone19_0_0_patch_50_31.tif,,,,,,,,,,,,16354.0,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone30_0_0/msk_zone30_0_0_patch_36_20.tif,,,,,,,,,,,,16384.0,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone63_0_0/msk_zone63_0_0_patch_11_18.tif,16363.0,,,,,,,,,,,,,,,,,,,,,21.0,,,,
../data/patch128/msk/l123/zone97_0_0/msk_zone97_0_0_patch_37_35.tif,,,,,,,,,,,,,,,,,,,,,,16384.0,,,,
../data/patch128/msk/l123/zone134_0_0/msk_zone134_0_0_patch_19_17.tif,,,,,,,,,,,,,16384.0,,,,,,,,,,,,,
../data/patch128/msk/l123/zone4_0_0/msk_zone4_0_0_patch_15_16.tif,,,,,,,,,,,,,,,,,,,,,,,16384.0,,,
../data/patch128/msk/l123/zone120_0_0/msk_zone120_0_0_patch_33_43.tif,6771.0,,,,,,,9613.0,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone75_0_3/msk_zone75_0_3_patch_44_60.tif,,,,1858.0,,,,,,2898.0,,,,,,,3549.0,,,,,2750.0,,,,
../data/patch128/msk/l123/zone47_0_1/msk_zone47_0_1_patch_9_36.tif,,,,,,,,,,,,,,,,,,,,,,5757.0,,,,
../data/patch128/msk/l123/zone66_2_3/msk_zone66_2_3_patch_8_43.tif,,,,,,,,,,,4765.0,,,,,,,,,,,,81.0,,,
../data/patch128/msk/l123/zone116_0_0/msk_zone116_0_0_patch_38_29.tif,,,,,,,,16384.0,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone25_1_2/msk_zone25_1_2_patch_14_50.tif,,,,,,,,,,,,,,,,,13677.0,,,,,2603.0,,,,
../data/patch128/msk/l123/zone78_1_1/msk_zone78_1_1_patch_74_45.tif,,927.0,,,,,,,,,,,,,,,10863.0,,,,,3422.0,,,,
../data/patch128/msk/l123/zone139_1_0/msk_zone139_1_0_patch_5_45.tif,,16384.0,,,,,,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone162_0_1/msk_zone162_0_1_patch_17_40.tif,13780.0,,,,,,,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone74_1_2/msk_zone74_1_2_patch_65_26.tif,,,,,,,,,,,,16384.0,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone121_1_0/msk_zone121_1_0_patch_40_40.tif,,,,,,,,16384.0,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone78_4_4/msk_zone78_4_4_patch_73_6.tif,,,,1531.0,,,,,,,,,,,11765.0,,,,,,,230.0,,,,
../data/patch128/msk/l123/zone97_0_0/msk_zone97_0_0_patch_34_37.tif,,,,,,,,,,,,,,,,,,,,,,16384.0,,,,
../data/patch128/msk/l123/zone16_0_0/msk_zone16_0_0_patch_18_26.tif,,,,10739.0,,,,,,,,,,,,,,,,,,5645.0,,,,
../data/patch128/msk/l123/zone25_2_1/msk_zone25_2_1_patch_32_37.tif,,,,,,,,,,,,,16384.0,,,,,,,,,,,,,
../data/patch128/msk/l123/zone41_1_1/msk_zone41_1_1_patch_1_8.tif,,,,,,,,,,,,,,,,,,,,,,,,16384.0,,
../data/patch128/msk/l123/zone147_3_3/msk_zone147_3_3_patch_35_51.tif,,,,,,,,,,,,1463.0,,,,,14906.0,,,,,,,,,
../data/patch128/msk/l123/zone158_1_0/msk_zone158_1_0_patch_9_42.tif,,,,,,,,,,,,,,,,,,,16203.0,,,,,,,
../data/patch128/msk/l123/zone120_0_0/msk_zone120_0_0_patch_48_48.tif,13410.0,,,,,,,1345.0,,,,,,,,,,,,1045.0,,414.0,,,,
../data/patch128/msk/l123/zone136_1_0/msk_zone136_1_0_patch_37_53.tif,,,,,,,,,,,,16384.0,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone28_0_1/msk_zone28_0_1_patch_57_22.tif,,,,,,,,,,,,,5892.0,10492.0,,,,,,,,,,,,
../data/patch128/msk/l123/zone25_2_1/msk_zone25_2_1_patch_17_47.tif,,,,,,,,,,,,,,,,,14532.0,,,,,,,,,
../data/patch128/msk/l123/zone74_2_1/msk_zone74_2_1_patch_10_66.tif,,,,,,,,,,,,,,,,,16384.0,,,,,,,,,
../data/patch128/msk/l123/zone74_2_0/msk_zone74_2_0_patch_10_70.tif,,,,,,,,,,,,12857.0,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone165_1_0/msk_zone165_1_0_patch_34_33.tif,,,,,,,,,,,,16384.0,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone45_0_2/msk_zone45_0_2_patch_25_19.tif,,,,,,,,,16384.0,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone148_0_1/msk_zone148_0_1_patch_27_42.tif,,,,,,,,,,,,,15498.0,,,,,,,,,877.0,,,,
../data/patch128/msk/l123/zone142_1_0/msk_zone142_1_0_patch_49_24.tif,,,,,,,16384.0,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone120_0_0/msk_zone120_0_0_patch_38_40.tif,,,,,,,,16384.0,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone139_1_1/msk_zone139_1_1_patch_21_29.tif,,16384.0,,,,,,,,,,,,,,,,,,,,,,,,
../data/patch128/msk/l123/zone20_0_0/msk_zone20_0_0_patch_22_14.tif,,,,,,,1618.0,,,,,,,,,,,,,,,14766.0,,,,
../data/patch128/msk/l123/zone28_0_1/msk_zone28_0_1_patch_34_35.tif,,,,,,,,,,,,,16086.0,,,,,,,,,,,,,
../data/patch128/msk/l123/zone74_1_2/msk_zone74_1_2_patch_73_20.tif,,,,,,,,,,,,,,,,,,,,,,,16384.0,,,
../data/patch128/msk/l123/zone74_2_2/msk_zone74_2_2_patch_4_34.tif,,,,,,,,,,,,,,,,,65.0,,,,,,,,,
../data/patch128/msk/l123/zone74_1_2/msk_zone74_1_2_patch_55_15.tif,,,,,,,,,,,,,,,,,16384.0,,,,,,,,,
